Latitude,Longitude,ObjectID
33.001,94.367,201969
33.001,94.37,120288
33.001,94.373,96797
33.001,94.376,79681
33.001,94.379,74034
33.001,94.382,13811
33.001,94.385,45930
33.001,94.388,140972
33.001,94.391,31881
33.001,94.394,219966
33.001,94.397,109145
33.001,94.4,5291
33.001,94.403,46874
33.001,94.406,75640
33.001,94.409,51549
33.001,94.412,36574
33.001,94.415,80144
33.001,94.418,79251
33.001,94.421,116813
33.001,94.424,95576
33.001,94.427,98882
33.001,94.43,78229
33.001,94.433,1640
33.001,94.436,8810
33.001,94.439,6739
33.001,94.442,60223
33.001,94.445,120166
33.001,94.448,64938
33.001,94.451,97500
33.001,94.454,65820
33.001,94.457,79676
33.001,94.46,96843
33.001,94.463,96585
33.001,94.466,48166
33.001,94.469,217124
33.001,94.472,102058
33.001,94.475,78357
33.001,94.478,46942
33.001,94.481,140997
33.001,94.484,100250
33.001,94.487,48276
33.001,94.49,75629
33.001,94.493,46796
33.001,94.496,136165
33.001,94.499,94495
33.001,94.502,31641
33.001,94.505,51367
33.001,94.508,45357
33.001,94.511,46805
33.001,94.514,45512
33.001,94.517,4626
33.001,94.52,118415
33.001,94.523,31897
33.001,94.526,127284
33.001,94.529,69249
33.001,94.532,46078
33.001,94.535,20260
33.001,94.538,20261
33.001,94.541,20262
33.001,94.544,95717
33.001,94.547,73704
33.001,94.55,81188
33.001,94.553,54911
33.001,94.556,58393
33.001,94.559,44958
33.001,94.562,168171
33.001,94.565,7876
33.001,94.568,7456
33.001,94.571,7646
33.001,94.574,6048
33.001,94.577,47189
33.001,94.58,94693
33.001,94.583,71406
33.001,94.586,78895
33.001,94.589,167006
33.001,94.592,3723
33.001,94.595,71161
33.001,94.598,132169
33.001,94.601,62688
33.001,94.604,33909
33.001,94.607,163992
33.001,94.61,165426
33.001,94.613,35380
33.001,94.616,202454
33.001,94.619,172493
33.001,94.622,124549
33.001,94.625,96228
33.001,94.628,196015
33.001,94.631,87707
33.001,94.634,84156
33.001,94.637,55772
33.001,94.64,127316
33.001,94.643,106744
33.001,94.646,173009
33.001,94.649,55682
33.001,94.652,118416
33.001,94.655,114765
33.001,94.658,143754
33.001,94.661,8405
33.001,94.664,195163
33.001,94.667,195115
33.001,94.67,8413
33.001,94.673,7379
33.001,94.676,7566
33.001,94.679,8653
33.001,94.682,7090
33.001,94.685,8775
33.001,94.688,69358
33.001,94.691,120549
33.001,94.694,72082
33.001,94.697,60859
33.001,94.7,151490
33.001,94.703,7950
33.001,94.706,127901
33.001,94.709,43872
33.001,94.712,200432
33.001,94.715,200433
33.001,94.718,45388
33.001,94.721,118213
33.001,94.724,118522
33.001,94.727,7941
33.001,94.73,5841
33.001,94.733,120431
33.001,94.736,12079
33.001,94.739,45477
33.001,94.742,56632
33.001,94.745,46476
33.001,94.748,187105
33.001,94.751,200434
33.001,94.754,170995
33.001,94.757,96941
33.001,94.76,200442
33.001,94.763,61157
33.001,94.766,4677
33.001,94.769,80477
33.001,94.772,46816
33.001,94.775,75243
33.001,94.778,46486
33.001,94.781,48597
33.001,94.784,478
33.001,94.787,5286
33.001,94.79,45552
33.001,94.793,55045
33.001,94.796,49505
33.001,94.799,47667
33.001,94.802,51145
33.001,94.805,107682
33.001,94.808,48697
33.001,94.811,73494
33.001,94.814,96482
33.001,94.817,3869
33.001,94.82,3207
33.001,94.823,2190
33.001,94.826,2897
33.001,94.829,81421
33.001,94.832,3823
33.001,94.835,33786
33.001,94.838,157543
33.001,94.841,199489
33.001,94.844,16257
33.001,94.847,2184
33.001,94.85,61600
33.001,94.853,7536
33.001,94.856,184190
33.001,94.859,131703
33.001,94.862,161018
33.001,94.865,161017
33.001,94.868,60795
33.001,94.871,37683
33.001,94.874,8602
33.001,94.877,273576
33.001,94.88,68639
33.001,94.883,118320
33.001,94.886,185939
33.001,94.889,80931
33.001,94.892,33224
33.001,94.895,911
33.001,94.898,914
33.001,94.901,913
33.001,94.904,73525
33.001,94.907,33391
33.001,94.91,105403
33.001,94.913,37666
33.001,94.916,81900
33.001,94.919,46185
33.001,94.922,133820
33.001,94.925,72712
33.001,94.928,76470
33.001,94.931,65381
33.001,94.934,200661
33.001,94.937,87770
33.001,94.94,128937
33.001,94.943,118417
33.001,94.946,163556
33.001,94.949,98718
33.001,94.952,68536
33.001,94.955,128409
33.001,94.958,16159
33.001,94.961,100362
33.001,94.964,46774
33.001,94.967,46264
33.001,94.97,63381
33.001,94.973,68825
33.001,94.976,190118
33.001,94.979,45918
33.001,94.982,179637
33.001,94.985,69264
33.001,94.988,114927
33.004,94.001,122029
33.004,94.004,77849
33.004,94.007,56037
33.004,94.01,168571
33.004,94.013,84219
33.004,94.016,61310
33.004,94.019,54426
33.004,94.022,47941
33.004,94.025,46775
33.004,94.028,50397
33.004,94.031,177226
33.004,94.034,8693
33.004,94.037,97459
33.004,94.04,284639
33.004,94.043,156062
33.004,94.046,156061
33.004,94.049,156063
33.004,94.052,156064
33.004,94.055,109183
33.004,94.058,58947
33.004,94.061,89168
33.004,94.064,89170
33.004,94.067,147626
33.004,94.07,78747
33.004,94.073,273648
33.004,94.076,62095
33.004,94.079,60923
33.004,94.082,13274
33.004,94.085,84558
33.004,94.088,119480
33.004,94.091,140175
33.004,94.094,113892
33.004,94.097,105739
33.004,94.1,118418
33.004,94.103,78674
33.004,94.106,200325
33.004,94.109,114650
33.004,94.112,184134
33.004,94.115,48010
33.004,94.118,53982
33.004,94.121,202995
33.004,94.124,160252
33.004,94.127,149434
33.004,94.13,76845
33.004,94.133,50352
33.004,94.136,153226
33.004,94.139,89507
33.004,94.142,109154
33.004,94.145,3240
33.004,94.148,37744
33.004,94.151,172499
33.004,94.154,91778
33.004,94.157,147103
33.004,94.16,147100
33.004,94.163,79806
33.004,94.166,110908
33.004,94.169,48694
33.004,94.172,37767
33.004,94.175,61325
33.004,94.178,142596
33.004,94.181,67047
33.004,94.184,48415
33.004,94.187,195137
33.004,94.19,13484
33.004,94.193,132696
33.004,94.196,119063
33.004,94.199,78358
33.004,94.202,37525
33.004,94.205,37532
33.004,94.208,6493
33.004,94.211,63313
33.004,94.214,74328
33.004,94.217,77224
33.004,94.22,61709
33.004,94.223,74461
33.004,94.226,147166
33.004,94.229,188796
33.004,94.232,118519
33.004,94.235,60552
33.004,94.238,7666
33.004,94.241,112162
33.004,94.244,127911
33.004,94.247,60776
33.004,94.25,150223
33.004,94.253,6477
33.004,94.256,64988
33.004,94.259,180583
33.004,94.262,79160
33.004,94.265,79861
33.004,94.268,160528
33.004,94.271,35068
33.004,94.274,399
33.004,94.277,195106
33.004,94.28,195105
33.004,94.283,202497
33.004,94.286,61625
33.004,94.289,127471
33.004,94.292,178977
33.004,94.295,96938
33.004,94.298,5333
33.004,94.301,193808
33.004,94.304,6935
33.004,94.307,177846
33.004,94.31,168961
33.004,94.313,168962
33.004,94.316,168963
33.004,94.319,61586
33.004,94.322,95714
33.004,94.325,3867
33.004,94.328,184314
33.004,94.331,98792
33.004,94.334,197026
33.004,94.337,31607
33.004,94.34,195978
33.004,94.343,52215
33.004,94.346,75536
33.004,94.349,38988
33.004,94.352,91485
33.004,94.355,95376
33.004,94.358,699
33.004,94.361,46776
33.004,94.364,46507
33.004,94.367,63309
33.004,94.37,150229
33.004,94.373,41824
33.004,94.376,193990
33.004,94.379,107935
33.004,94.382,31610
33.004,94.385,206098
33.004,94.388,178917
33.004,94.391,45868
33.004,94.394,153515
33.004,94.397,2262
33.004,94.4,97568
33.004,94.403,38565
33.004,94.406,215820
33.004,94.409,143427
33.004,94.412,143428
33.004,94.415,90672
33.004,94.418,90670
33.004,94.421,85851
33.004,94.424,85949
33.004,94.427,85952
33.004,94.43,68250
33.004,94.433,284741
33.004,94.436,79595
33.004,94.439,63728
33.004,94.442,44071
33.004,94.445,44200
33.004,94.448,7322
33.004,94.451,173327
33.004,94.454,85994
33.004,94.457,166748
33.004,94.46,199484
33.004,94.463,97460
33.004,94.466,195185
33.004,94.469,8403
33.004,94.472,54467
33.004,94.475,13795
33.004,94.478,8790
33.004,94.481,83992
33.004,94.484,148795
33.004,94.487,84822
33.004,94.49,57846
33.004,94.493,54123
33.004,94.496,181994
33.004,94.499,32694
33.004,94.502,198493
33.004,94.505,200170
33.004,94.508,198374
33.004,94.511,53506
33.004,94.514,63848
33.004,94.517,53306
33.004,94.52,45000
33.004,94.523,85597
33.004,94.526,124714
33.004,94.529,81619
33.004,94.532,33968
33.004,94.535,118571
33.004,94.538,15004
33.004,94.541,94625
33.004,94.544,95426
33.004,94.547,95427
33.004,94.55,95430
33.004,94.553,95428
33.004,94.556,95429
33.004,94.559,45577
33.004,94.562,46329
33.004,94.565,40037
33.004,94.568,96600
33.004,94.571,127534
33.004,94.574,69079
33.004,94.577,69108
33.004,94.58,7486
33.004,94.583,3123
33.004,94.586,114795
33.004,94.589,114797
33.004,94.592,114803
33.004,94.595,114805
33.004,94.598,114806
33.004,94.601,114808
33.004,94.604,114809
33.004,94.607,114810
33.004,94.61,114811
33.004,94.613,114812
33.004,94.616,114813
33.004,94.619,114814
33.004,94.622,114815
33.004,94.625,114816
33.004,94.628,114817
33.004,94.631,114818
33.004,94.634,284563
33.004,94.637,143367
33.004,94.64,69050
33.004,94.643,125553
33.004,94.646,81285
33.004,94.649,53062
33.004,94.652,52271
33.004,94.655,8703
33.004,94.658,8704
33.004,94.661,8694
33.004,94.664,70787
33.004,94.667,55371
33.004,94.67,68441
33.004,94.673,86612
33.004,94.676,138921
33.004,94.679,69361
33.004,94.682,59766
33.004,94.685,82723
33.004,94.688,63776
33.004,94.691,128253
33.004,94.694,61687
33.004,94.697,109662
33.004,94.7,78157
33.004,94.703,67152
33.004,94.706,62800
33.004,94.709,71438
33.004,94.712,80690
33.004,94.715,50739
33.004,94.718,77025
33.004,94.721,142203
33.004,94.724,47984
33.004,94.727,51393
33.004,94.73,58204
33.004,94.733,221524
33.004,94.736,66773
33.004,94.739,200096
33.004,94.742,34505
33.004,94.745,81154
33.004,94.748,37600
33.004,94.751,15843
33.004,94.754,120589
33.004,94.757,70378
33.004,94.76,84829
33.004,94.763,143439
33.004,94.766,136030
33.004,94.769,47116
33.004,94.772,87744
33.004,94.775,76484
33.004,94.778,78816
33.004,94.781,33828
33.004,94.784,78658
33.004,94.787,44108
33.004,94.79,79333
33.004,94.793,73795
33.004,94.796,3583
33.004,94.799,77426
33.004,94.802,149378
33.004,94.805,126645
33.004,94.808,147007
33.004,94.811,81191
33.004,94.814,65441
33.004,94.817,153249
33.004,94.82,99761
33.004,94.823,162424
33.004,94.826,146931
33.004,94.829,71005
33.004,94.832,185305
33.004,94.835,203217
33.004,94.838,159753
33.004,94.841,156764
33.004,94.844,183941
33.004,94.847,68006
33.004,94.85,62311
33.004,94.853,6628
33.004,94.856,63325
33.004,94.859,95871
33.004,94.862,97421
33.004,94.865,95816
33.004,94.868,33567
33.004,94.871,12704
33.004,94.874,12567
33.004,94.877,52153
33.004,94.88,97137
33.004,94.883,86836
33.004,94.886,59865
33.004,94.889,66117
33.004,94.892,79674
33.004,94.895,64575
33.004,94.898,21964
33.004,94.901,21965
33.004,94.904,96716
33.004,94.907,96717
33.004,94.91,97773
33.004,94.913,43866
33.004,94.916,63763
33.004,94.919,188882
33.004,94.922,34610
33.004,94.925,184056
33.004,94.928,118419
33.004,94.931,3346
33.004,94.934,78370
33.004,94.937,61963
33.004,94.94,161021
33.004,94.943,75175
33.004,94.946,2608
33.004,94.949,105420
33.004,94.952,81794
33.004,94.955,178077
33.004,94.958,178079
33.004,94.961,48111
33.004,94.964,48067
33.004,94.967,137384
33.004,94.97,165958
33.004,94.973,82395
33.004,94.976,178084
33.004,94.979,135330
33.004,94.982,109604
33.004,94.985,124559
33.004,94.988,4962
33.007,94.001,88952
33.007,94.004,88955
33.007,94.007,88929
33.007,94.01,88951
33.007,94.013,88949
33.007,94.016,88950
33.007,94.019,70518
33.007,94.022,199028
33.007,94.025,5853
33.007,94.028,6829
33.007,94.031,80027
33.007,94.034,78420
33.007,94.037,8352
33.007,94.04,46221
33.007,94.043,37160
33.007,94.046,46361
33.007,94.049,61500
33.007,94.052,128225
33.007,94.055,91125
33.007,94.058,73554
33.007,94.061,97482
33.007,94.064,114591
33.007,94.067,118420
33.007,94.07,3167
33.007,94.073,9550
33.007,94.076,9553
33.007,94.079,9554
33.007,94.082,9555
33.007,94.085,75556
33.007,94.088,72948
33.007,94.091,95805
33.007,94.094,36755
33.007,94.097,77427
33.007,94.1,36626
33.007,94.103,5655
33.007,94.106,79537
33.007,94.109,78104
33.007,94.112,114698
33.007,94.115,61441
33.007,94.118,7583
33.007,94.121,109961
33.007,94.124,6878
33.007,94.127,66060
33.007,94.13,5332
33.007,94.133,5417
33.007,94.136,5437
33.007,94.139,5597
33.007,94.142,5504
33.007,94.145,5998
33.007,94.148,7188
33.007,94.151,6305
33.007,94.154,5497
33.007,94.157,68028
33.007,94.16,4842
33.007,94.163,102472
33.007,94.166,158298
33.007,94.169,6361
33.007,94.172,48873
33.007,94.175,7762
33.007,94.178,71634
33.007,94.181,4684
33.007,94.184,4383
33.007,94.187,62764
33.007,94.19,190978
33.007,94.193,54717
33.007,94.196,44446
33.007,94.199,71378
33.007,94.202,81732
33.007,94.205,206730
33.007,94.208,57987
33.007,94.211,58074
33.007,94.214,147312
33.007,94.217,79178
33.007,94.22,143410
33.007,94.223,175940
33.007,94.226,147581
33.007,94.229,73336
33.007,94.232,221837
33.007,94.235,125826
33.007,94.238,149431
33.007,94.241,149432
33.007,94.244,149433
33.007,94.247,33013
33.007,94.25,150227
33.007,94.253,70676
33.007,94.256,59644
33.007,94.259,167274
33.007,94.262,63856
33.007,94.265,63667
33.007,94.268,110031
33.007,94.271,47304
33.007,94.274,82311
33.007,94.277,8128
33.007,94.28,5702
33.007,94.283,8465
33.007,94.286,6276
33.007,94.289,50027
33.007,94.292,11325
33.007,94.295,117287
33.007,94.298,62184
33.007,94.301,97462
33.007,94.304,195097
33.007,94.307,5462
33.007,94.31,68717
33.007,94.313,6211
33.007,94.316,42768
33.007,94.319,41025
33.007,94.322,41027
33.007,94.325,43012
33.007,94.328,39431
33.007,94.331,42394
33.007,94.334,39593
33.007,94.337,42612
33.007,94.34,41115
33.007,94.343,6079
33.007,94.346,192298
33.007,94.349,3034
33.007,94.352,4511
33.007,94.355,198608
33.007,94.358,38742
33.007,94.361,47343
33.007,94.364,46598
33.007,94.367,61741
33.007,94.37,67352
33.007,94.373,29924
33.007,94.376,112205
33.007,94.379,33238
33.007,94.382,78108
33.007,94.385,63782
33.007,94.388,35171
33.007,94.391,173038
33.007,94.394,70574
33.007,94.397,70600
33.007,94.4,69797
33.007,94.403,67043
33.007,94.406,33627
33.007,94.409,62361
33.007,94.412,97699
33.007,94.415,61525
33.007,94.418,77346
33.007,94.421,29477
33.007,94.424,118576
33.007,94.427,44205
33.007,94.43,151314
33.007,94.433,160399
33.007,94.436,79141
33.007,94.439,145350
33.007,94.442,7598
33.007,94.445,7400
33.007,94.448,7570
33.007,94.451,7625
33.007,94.454,8129
33.007,94.457,7404
33.007,94.46,4696
33.007,94.463,4698
33.007,94.466,4694
33.007,94.469,107631
33.007,94.472,73811
33.007,94.475,56338
33.007,94.478,88993
33.007,94.481,114699
33.007,94.484,71772
33.007,94.487,79673
33.007,94.49,124909
33.007,94.493,75474
33.007,94.496,78792
33.007,94.499,77484
33.007,94.502,77471
33.007,94.505,26520
33.007,94.508,118421
33.007,94.511,61807
33.007,94.514,81378
33.007,94.517,68815
33.007,94.52,96962
33.007,94.523,96963
33.007,94.526,67552
33.007,94.529,67573
33.007,94.532,142769
33.007,94.535,149739
33.007,94.538,78808
33.007,94.541,97622
33.007,94.544,48905
33.007,94.547,60456
33.007,94.55,64191
33.007,94.553,157554
33.007,94.556,157544
33.007,94.559,120037
33.007,94.562,75539
33.007,94.565,61417
33.007,94.568,60802
33.007,94.571,50247
33.007,94.574,78392
33.007,94.577,81284
33.007,94.58,61805
33.007,94.583,48049
33.007,94.586,72708
33.007,94.589,197068
33.007,94.592,36614
33.007,94.595,52708
33.007,94.598,46169
33.007,94.601,104626
33.007,94.604,5092
33.007,94.607,194144
33.007,94.61,61591
33.007,94.613,9402
33.007,94.616,6627
33.007,94.619,31612
33.007,94.622,199374
33.007,94.625,35906
33.007,94.628,34826
33.007,94.631,69489
33.007,94.634,92565
33.007,94.637,92
33.007,94.64,104618
33.007,94.643,46326
33.007,94.646,193694
33.007,94.649,193656
33.007,94.652,193665
33.007,94.655,70349
33.007,94.658,193695
33.007,94.661,193708
33.007,94.664,193710
33.007,94.667,193697
33.007,94.67,50566
33.007,94.673,44842
33.007,94.676,193671
33.007,94.679,193717
33.007,94.682,44993
33.007,94.685,193713
33.007,94.688,193786
33.007,94.691,61237
33.007,94.694,58890
33.007,94.697,78978
33.007,94.7,53943
33.007,94.703,193642
33.007,94.706,193643
33.007,94.709,193682
33.007,94.712,52550
33.007,94.715,129164
33.007,94.718,129161
33.007,94.721,129143
33.007,94.724,129155
33.007,94.727,129149
33.007,94.73,129132
33.007,94.733,120815
33.007,94.736,129163
33.007,94.739,129173
33.007,94.742,129159
33.007,94.745,129142
33.007,94.748,129151
33.007,94.751,129157
33.007,94.754,784
33.007,94.757,120800
33.007,94.76,120799
33.007,94.763,129160
33.007,94.766,107259
33.007,94.769,87342
33.007,94.772,129138
33.007,94.775,129131
33.007,94.778,129133
33.007,94.781,129166
33.007,94.784,129139
33.007,94.787,129148
33.007,94.79,129140
33.007,94.793,87344
33.007,94.796,129130
33.007,94.799,129144
33.007,94.802,120801
33.007,94.805,129136
33.007,94.808,87468
33.007,94.811,101927
33.007,94.814,159800
33.007,94.817,73030
33.007,94.82,76687
33.007,94.823,96487
33.007,94.826,96488
33.007,94.829,96491
33.007,94.832,96492
33.007,94.835,8224
33.007,94.838,57887
33.007,94.841,105756
33.007,94.844,118566
33.007,94.847,66591
33.007,94.85,72280
33.007,94.853,95522
33.007,94.856,37742
33.007,94.859,118525
33.007,94.862,186276
33.007,94.865,34887
33.007,94.868,120547
33.007,94.871,162366
33.007,94.874,48473
33.007,94.877,53519
33.007,94.88,45013
33.007,94.883,56344
33.007,94.886,57732
33.007,94.889,64901
33.007,94.892,191116
33.007,94.895,64995
33.007,94.898,73551
33.007,94.901,13243
33.007,94.904,61594
33.007,94.907,65030
33.007,94.91,78460
33.007,94.913,147159
33.007,94.916,192228
33.007,94.919,46456
33.007,94.922,2948
33.007,94.925,96874
33.007,94.928,146323
33.007,94.931,174946
33.007,94.934,62296
33.007,94.937,76881
33.007,94.94,142201
33.007,94.943,76774
33.007,94.946,517
33.007,94.949,6613
33.007,94.952,156921
33.007,94.955,68827
33.007,94.958,143936
33.007,94.961,46931
33.007,94.964,89490
33.007,94.967,155789
33.007,94.97,35173
33.007,94.973,68764
33.007,94.976,63634
33.007,94.979,109002
33.007,94.982,97461
33.007,94.985,86842
33.007,94.988,7869
33.01,94.001,192454
33.01,94.004,96988
33.01,94.007,65532
33.01,94.01,82013
33.01,94.013,60025
33.01,94.016,54358
33.01,94.019,73711
33.01,94.022,3765
33.01,94.025,81360
33.01,94.028,10939
33.01,94.031,60789
33.01,94.034,33051
33.01,94.037,29865
33.01,94.04,29867
33.01,94.043,29868
33.01,94.046,82212
33.01,94.049,68430
33.01,94.052,60815
33.01,94.055,65055
33.01,94.058,30002
33.01,94.061,68208
33.01,94.064,76880
33.01,94.067,61980
33.01,94.07,118499
33.01,94.073,66370
33.01,94.076,74327
33.01,94.079,68168
33.01,94.082,64308
33.01,94.085,72664
33.01,94.088,109524
33.01,94.091,200662
33.01,94.094,187377
33.01,94.097,46760
33.01,94.1,50595
33.01,94.103,49734
33.01,94.106,35017
33.01,94.109,109004
33.01,94.112,95788
33.01,94.115,2
33.01,94.118,88502
33.01,94.121,47906
33.01,94.124,86611
33.01,94.127,43865
33.01,94.13,50271
33.01,94.133,52235
33.01,94.136,147715
33.01,94.139,64177
33.01,94.142,157555
33.01,94.145,70902
33.01,94.148,90690
33.01,94.151,95543
33.01,94.154,95544
33.01,94.157,6674
33.01,94.16,86562
33.01,94.163,139325
33.01,94.166,139323
33.01,94.169,47301
33.01,94.172,44203
33.01,94.175,143950
33.01,94.178,144649
33.01,94.181,54979
33.01,94.184,94691
33.01,94.187,36202
33.01,94.19,88940
33.01,94.193,66478
33.01,94.196,147726
33.01,94.199,73532
33.01,94.202,63560
33.01,94.205,37663
33.01,94.208,66999
33.01,94.211,76202
33.01,94.214,45947
33.01,94.217,83696
33.01,94.22,102065
33.01,94.223,132611
33.01,94.226,165373
33.01,94.229,97921
33.01,94.232,188026
33.01,94.235,131856
33.01,94.238,45602
33.01,94.241,164866
33.01,94.244,71516
33.01,94.247,168837
33.01,94.25,46856
33.01,94.253,6146
33.01,94.256,80455
33.01,94.259,29746
33.01,94.262,74612
33.01,94.265,74615
33.01,94.268,67938
33.01,94.271,74620
33.01,94.274,74621
33.01,94.277,63552
33.01,94.28,38099
33.01,94.283,78783
33.01,94.286,65198
33.01,94.289,1529
33.01,94.292,51114
33.01,94.295,95624
33.01,94.298,62130
33.01,94.301,95677
33.01,94.304,95401
33.01,94.307,33642
33.01,94.31,44055
33.01,94.313,62279
33.01,94.316,62261
33.01,94.319,78149
33.01,94.322,78147
33.01,94.325,78148
33.01,94.328,37631
33.01,94.331,33659
33.01,94.334,80187
33.01,94.337,74077
33.01,94.34,38465
33.01,94.343,34578
33.01,94.346,95062
33.01,94.349,33052
33.01,94.352,38339
33.01,94.355,74352
33.01,94.358,60759
33.01,94.361,34720
33.01,94.364,53359
33.01,94.367,64037
33.01,94.37,64054
33.01,94.373,64071
33.01,94.376,64117
33.01,94.379,64008
33.01,94.382,64022
33.01,94.385,8096
33.01,94.388,81418
33.01,94.391,84051
33.01,94.394,159783
33.01,94.397,194028
33.01,94.4,194029
33.01,94.403,194032
33.01,94.406,194027
33.01,94.409,194033
33.01,94.412,194030
33.01,94.415,132228
33.01,94.418,128106
33.01,94.421,121699
33.01,94.424,175781
33.01,94.427,168583
33.01,94.43,114718
33.01,94.433,114578
33.01,94.436,2634
33.01,94.439,64583
33.01,94.442,93957
33.01,94.445,36616
33.01,94.448,37850
33.01,94.451,120710
33.01,94.454,43994
33.01,94.457,48413
33.01,94.46,79013
33.01,94.463,36646
33.01,94.466,128055
33.01,94.469,107981
33.01,94.472,538
33.01,94.475,534
33.01,94.478,485
33.01,94.481,195079
33.01,94.484,72057
33.01,94.487,95625
33.01,94.49,128150
33.01,94.493,35405
33.01,94.496,8881
33.01,94.499,164838
33.01,94.502,114412
33.01,94.505,188797
33.01,94.508,34854
33.01,94.511,201956
33.01,94.514,191227
33.01,94.517,44303
33.01,94.52,189617
33.01,94.523,201971
33.01,94.526,81008
33.01,94.529,37022
33.01,94.532,187247
33.01,94.535,79232
33.01,94.538,58863
33.01,94.541,58804
33.01,94.544,76203
33.01,94.547,199606
33.01,94.55,95921
33.01,94.553,102889
33.01,94.556,63288
33.01,94.559,7321
33.01,94.562,142995
33.01,94.565,142996
33.01,94.568,9543
33.01,94.571,81468
33.01,94.574,156016
33.01,94.577,102060
33.01,94.58,132607
33.01,94.583,66337
33.01,94.586,70357
33.01,94.589,174793
33.01,94.592,77305
33.01,94.595,67310
33.01,94.598,51924
33.01,94.601,199379
33.01,94.604,78374
33.01,94.607,565
33.01,94.61,442
33.01,94.613,559
33.01,94.616,562
33.01,94.619,446
33.01,94.622,96545
33.01,94.625,191163
33.01,94.628,80411
33.01,94.631,95991
33.01,94.634,49382
33.01,94.637,66343
33.01,94.64,67860
33.01,94.643,4226
33.01,94.646,166270
33.01,94.649,167222
33.01,94.652,135078
33.01,94.655,107481
33.01,94.658,33182
33.01,94.661,62094
33.01,94.664,68439
33.01,94.667,78773
33.01,94.67,3595
33.01,94.673,95189
33.01,94.676,187318
33.01,94.679,52334
33.01,94.682,33780
33.01,94.685,35441
33.01,94.688,8655
33.01,94.691,193791
33.01,94.694,77655
33.01,94.697,190934
33.01,94.7,98642
33.01,94.703,62726
33.01,94.706,163827
33.01,94.709,63232
33.01,94.712,55724
33.01,94.715,81620
33.01,94.718,34209
33.01,94.721,87704
33.01,94.724,70169
33.01,94.727,82077
33.01,94.73,64111
33.01,94.733,74381
33.01,94.736,109514
33.01,94.739,127323
33.01,94.742,127322
33.01,94.745,156263
33.01,94.748,127944
33.01,94.751,35230
33.01,94.754,78751
33.01,94.757,81434
33.01,94.76,222350
33.01,94.763,67512
33.01,94.766,6522
33.01,94.769,69406
33.01,94.772,13290
33.01,94.775,101419
33.01,94.778,108163
33.01,94.781,66194
33.01,94.784,151977
33.01,94.787,71793
33.01,94.79,96170
33.01,94.793,85833
33.01,94.796,114610
33.01,94.799,134486
33.01,94.802,70315
33.01,94.805,97034
33.01,94.808,72364
33.01,94.811,82160
33.01,94.814,2592
33.01,94.817,17240
33.01,94.82,114557
33.01,94.823,118548
33.01,94.826,53075
33.01,94.829,67391
33.01,94.832,100299
33.01,94.835,143425
33.01,94.838,36260
33.01,94.841,86783
